name,over,under,prop_k,commence_time
Dylan Cease,102,-130,6.5,2023-05-28 13:40:00
Dylan Covey,-110,-116,3.5,2023-05-28 19:10:00
Eduardo Rodriguez,-118,-108,5.5,2023-05-28 13:40:00
Eury Perez,116,-146,5.5,2023-05-28 16:07:00
Gerrit Cole,-110,-116,7.5,2023-05-28 13:35:00
Graham Ashcraft,106,-134,4.5,2023-05-28 14:20:00
Hunter Gaddis,-156,122,3.5,2023-05-28 13:40:00
Jordan Montgomery,-112,-112,4.5,2023-05-28 13:40:00
Jose Berrios,126,-160,6.5,2023-05-28 14:10:00
Kyle Bradish,-134,104,4.5,2023-05-28 13:35:00
Luis Medina,112,-142,4.5,2023-05-28 16:07:00
Luis Ortiz,-142,112,4.5,2023-05-28 16:10:00
MacKenzie Gore,108,-138,5.5,2023-05-28 14:10:00
Marco Gonzales,108,-138,4.5,2023-05-28 16:10:00
Merrill Kelly,-104,-122,4.5,2023-05-28 16:10:00
Patrick Sandoval,-106,-122,4.5,2023-05-28 16:07:00
Spencer Strider,-136,106,8.5,2023-05-28 19:10:00
Tanner Houck,126,-160,4.5,2023-05-28 16:10:00
Tylor Megill,-142,112,3.5,2023-05-28 15:10:00
Yu Darvish,-142,112,5.5,2023-05-28 13:35:00
Adam Wainwright,124,-158,4.5,2023-05-29 14:15:00
Anthony DeSclafani,-108,-118,4.5,2023-05-29 17:05:00
Bobby Miller,-118,-108,4.5,2023-05-29 21:10:00
Bryce Miller,124,-158,5.5,2023-05-29 21:40:00
Domingo German,100,-128,5.5,2023-05-29 21:40:00
Griffin Canning,-132,104,4.5,2023-05-29 20:10:00
J.P. France,120,-152,6.5,2023-05-29 16:10:00
Karl Kauffmann,124,-158,3.5,2023-05-29 16:10:00
Logan Allen,108,-138,4.5,2023-05-29 13:05:00
Marcus Stroman,-136,108,4.5,2023-05-29 14:20:00
Matt Boyd,-148,116,4.5,2023-05-29 13:10:00
Michael Kopech,108,-138,6.5,2023-05-29 20:10:00
Mike Soroka,-102,-124,4.5,2023-05-29 20:07:00
Nathan Eovaldi,102,-130,6.5,2023-05-29 13:10:00
Paul Blackburn,-118,-108,3.5,2023-05-29 20:07:00
Rich Hill,122,-156,5.5,2023-05-29 17:05:00
Ryne Nelson,124,-156,4.5,2023-05-29 16:10:00
Sonny Gray,-102,-124,5.5,2023-05-29 16:10:00
Taj Bradley,118,-150,5.5,2023-05-29 14:20:00
Trevor Williams,-120,-106,3.5,2023-05-29 21:10:00
Tyler Wells,118,-150,4.5,2023-05-29 13:05:00
Alex Faedo,-118,-108,4.5,2023-05-30 18:40:00
Ben Lively,-102,-126,3.5,2023-05-30 19:10:00
Brandon Bielak,-126,-102,4.5,2023-05-30 20:10:00
Brayan Bello,-104,-122,5.5,2023-05-30 19:10:00
Bryce Elder,106,-136,5.5,2023-05-30 21:40:00
Cal Quantrill,108,-138,3.5,2023-05-30 19:05:00
JP Sears,-160,126,4.5,2023-05-30 21:40:00
Joe Ryan,106,-134,6.5,2023-05-30 20:10:00
Kodai Senga,-140,110,5.5,2023-05-30 19:10:00
Kyle Freeland,-102,-126,3.5,2023-05-30 21:40:00
Kyle Gibson,-138,108,3.5,2023-05-30 19:05:00
Kyle Hendricks,-126,-102,3.5,2023-05-30 20:05:00
Logan Gilbert,-158,124,5.5,2023-05-30 21:40:00
Lucas Giolito,100,-128,6.5,2023-05-30 20:10:00
Martin Perez,106,-134,4.5,2023-05-30 18:40:00
Miles Mikolas,-146,114,4.5,2023-05-30 19:45:00
Nestor Cortes,112,-144,6.5,2023-05-30 21:40:00
Ranger Suarez,114,-144,4.5,2023-05-30 19:10:00
Sandy Alcantara,-126,-102,5.5,2023-05-30 18:40:00
Shane McClanahan,-152,120,6.5,2023-05-30 20:05:00
Tony Gonsolin,-108,-118,4.5,2023-05-30 22:10:00
Tyler Anderson,122,-154,4.5,2023-05-30 20:10:00
Yusei Kikuchi,-136,108,5.5,2023-05-30 19:07:00
Zac Gallen,-108,-118,6.5,2023-05-30 21:40:00
Aaron Nola,-104,-122,5.5,2023-05-31 19:10:00
Alek Manoah,106,-134,5.5,2023-05-31 19:07:00
Alex Wood,-166,130,4.5,2023-05-31 15:45:00
Blake Snell,100,-128,5.5,2023-05-31 18:40:00
Braxton Garrett,-110,-116,4.5,2023-05-31 18:40:00
Carlos Carrasco,-102,-126,4.5,2023-05-31 19:10:00
Clarke Schmidt,-154,122,5.5,2023-05-31 21:40:00
Dane Dunning,-104,-122,4.5,2023-05-31 13:10:00
George Kirby,102,-130,5.5,2023-05-31 21:40:00
Hunter Brown,120,-154,7.5,2023-05-31 20:10:00
James Kaprielian,-110,-116,4.5,2023-05-31 15:37:00
James Paxton,-110,-116,5.5,2023-05-31 19:10:00
Jared Shuster,-118,-108,4.5,2023-05-31 15:37:00
Joey Wentz,120,-152,4.5,2023-05-31 13:10:00
Julio Teheran,-122,-104,3.5,2023-05-31 19:07:00
Justin Steele,108,-138,4.5,2023-05-31 14:20:00
Lance Lynn,-118,-108,6.5,2023-05-31 14:10:00
Louie Varland,100,-128,4.5,2023-05-31 20:10:00
Luke Weaver,-126,-102,3.5,2023-05-31 19:10:00
Mitch Keller,-122,-106,6.5,2023-05-31 15:45:00
Noah Syndergaard,-112,-112,3.5,2023-05-31 16:10:00
Patrick Corbin,128,-160,4.5,2023-05-31 16:10:00
Tommy Henry,120,-152,4.5,2023-05-31 21:40:00
Zach Eflin,112,-142,5.5,2023-05-31 14:20:00
Chase Anderson,114,-146,3.5,2023-06-01 15:40:00
Chris Sale,-112,-112,6.5,2023-06-01 19:10:00
Framber Valdez,-152,120,5.5,2023-06-01 20:10:00
Freddy Peralta,112,-142,5.5,2023-06-01 13:07:00
Hunter Greene,116,-146,6.5,2023-06-01 19:10:00
Jesus Luzardo,106,-134,6.5,2023-06-01 13:10:00
Joe Musgrove,108,-136,5.5,2023-06-01 13:10:00
Kevin Gausman,-106,-122,7.5,2023-06-01 13:07:00
Max Scherzer,-122,-106,6.5,2023-06-01 13:10:00
Pablo Lopez,126,-160,5.5,2023-06-01 19:40:00
Reid Detmers,130,-166,5.5,2023-06-01 20:10:00
Taijuan Walker,-116,-110,3.5,2023-06-01 13:10:00
Tanner Bibee,-126,-102,5.5,2023-06-01 19:40:00
Zach Davies,136,-174,4.5,2023-06-01 15:40:00
Bryce Elder,108,-138,4.5,2023-06-06 19:20:00
Carlos Carrasco,116,-148,4.5,2023-06-06 19:20:00
Dane Dunning,120,-152,4.5,2023-06-06 20:05:00
Dinelson Lamet,-104,-122,4.5,2023-06-06 20:40:00
Freddy Peralta,-128,100,5.5,2023-06-06 19:40:00
Hayden Wesneski,120,-152,4.5,2023-06-06 21:38:00
Hunter Brown,-104,-122,5.5,2023-06-06 19:07:00
Jake Irvin,102,-130,3.5,2023-06-06 19:05:00
James Kaprielian,-102,-124,4.5,2023-06-06 19:05:00
James Paxton,-108,-118,5.5,2023-06-06 19:10:00
Jesus Luzardo,102,-130,7.5,2023-06-06 18:40:00
Joe Musgrove,108,-136,6.5,2023-06-06 21:40:00
Kevin Gausman,106,-134,7.5,2023-06-06 19:07:00
Kyle Gibson,-150,120,4.5,2023-06-06 19:40:00
Logan Gilbert,-116,-110,5.5,2023-06-06 21:40:00
Louie Varland,-122,-104,4.5,2023-06-06 18:40:00
Luke Weaver,100,-128,4.5,2023-06-06 19:10:00
Matthew Liberatore,-154,120,3.5,2023-06-06 20:05:00
Mitch Keller,-126,-102,6.5,2023-06-06 19:05:00
Shane Bieber,114,-144,5.5,2023-06-06 19:10:00
Taijuan Walker,-102,-124,4.5,2023-06-06 18:40:00
Tommy Henry,-134,106,3.5,2023-06-06 19:05:00
Tony Gonsolin,116,-148,4.5,2023-06-06 19:10:00
Tyler Anderson,-108,-118,4.5,2023-06-06 21:38:00
Zach Eflin,-120,-106,5.5,2023-06-06 18:40:00
Zack Greinke,100,-128,3.5,2023-06-06 18:40:00
Brandon Williamson,130,-168,4.5,2023-06-07 19:10:00
Charlie Morton,120,-154,6.5,2023-06-07 19:20:00
Chris Bassitt,-134,106,4.5,2023-06-07 19:07:00
Connor Seabold,-130,104,3.5,2023-06-07 20:40:00
Edward Cabrera,-122,-106,6.5,2023-06-07 18:10:00
George Kirby,112,-144,5.5,2023-06-07 16:10:00
Hogan Harris,126,-160,4.5,2023-06-07 12:35:00
Jack Flaherty,-106,-120,5.5,2023-06-07 20:05:00
Jaime Barria,-116,-110,4.5,2023-06-07 21:38:00
Jameson Taillon,-108,-118,4.5,2023-06-07 21:38:00
Jon Gray,-146,114,5.5,2023-06-07 20:05:00
Jordan Lyles,-158,124,3.5,2023-06-07 18:10:00
Lance Lynn,104,-132,6.5,2023-06-07 19:05:00
Logan Webb,124,-158,5.5,2023-06-07 20:40:00
Max Scherzer,104,-134,6.5,2023-06-07 19:20:00
Michael Wacha,112,-142,5.5,2023-06-07 16:10:00
Noah Syndergaard,120,-152,4.5,2023-06-07 19:10:00
Pablo Lopez,-122,-106,6.5,2023-06-07 18:40:00
Patrick Corbin,-118,-108,3.5,2023-06-07 19:05:00
Randy Vasquez,-146,114,4.5,2023-06-07 19:05:00
Reese Olson,-128,102,4.5,2023-06-07 18:05:00
Roansy Contreras,120,-154,5.5,2023-06-07 12:35:00
Ronel Blanco,110,-140,4.5,2023-06-07 19:07:00
Zach Davies,124,-158,3.5,2023-06-07 19:05:00
Zack Wheeler,118,-150,8.5,2023-06-07 18:05:00
Alex Cobb,-112,-112,4.5,2023-06-08 15:10:00
Chase Anderson,102,-128,3.5,2023-06-08 15:10:00
Clayton Kershaw,110,-140,7.5,2023-06-08 12:35:00
Colin Rea,-102,-126,4.5,2023-06-08 14:10:00
Drew Smyly,-110,-116,4.5,2023-06-08 21:38:00
Framber Valdez,118,-150,5.5,2023-06-08 19:07:00
Graham Ashcraft,-156,124,3.5,2023-06-08 12:35:00
Jose Berrios,-128,100,4.5,2023-06-08 19:07:00
Josiah Gray,104,-132,4.5,2023-06-08 13:05:00
Justin Verlander,-116,-110,5.5,2023-06-08 19:20:00
Lance Lynn,-164,128,5.5,2023-06-08 16:05:00
Luis Severino,-124,-102,5.5,2023-06-08 16:05:00
Merrill Kelly,-128,100,4.5,2023-06-08 13:05:00
Reid Detmers,120,-152,6.5,2023-06-08 21:38:00
Spencer Strider,110,-140,8.5,2023-06-08 19:20:00
Andrew Heaney,-154,122,4.5,2023-06-09 18:40:00
Austin Gomber,106,-134,3.5,2023-06-09 20:40:00
Ben Lively,106,-134,4.5,2023-06-09 20:15:00
Cristian Javier,-120,-106,4.5,2023-06-09 19:10:00
Daniel Lynch,-122,-104,4.5,2023-06-09 19:05:00
Dylan Cease,-138,108,5.5,2023-06-09 20:10:00
Eury Perez,114,-146,5.5,2023-06-09 20:10:00
Garrett Whitlock,102,-130,4.5,2023-06-09 19:05:00
Gerrit Cole,106,-134,7.5,2023-06-09 19:05:00
Jordan Montgomery,-108,-118,5.5,2023-06-09 20:15:00
Logan Allen,-150,118,4.5,2023-06-09 19:10:00
Luis Castillo,-144,112,6.5,2023-06-09 21:38:00
Merrill Kelly,116,-146,6.5,2023-06-09 18:40:00
Michael Grove,-108,-118,4.5,2023-06-09 19:05:00
Michael Lorenzen,116,-148,4.5,2023-06-09 18:40:00
Ranger Suarez,112,-142,4.5,2023-06-09 19:05:00
Rich Hill,-128,100,4.5,2023-06-09 19:05:00
Shohei Ohtani,-144,112,7.5,2023-06-09 21:38:00
Sonny Gray,-160,126,4.5,2023-06-09 19:07:00
Tyler Glasnow,-134,106,7.5,2023-06-09 18:40:00
Tyler Wells,120,-154,6.5,2023-06-09 19:05:00
Tylor Megill,-108,-118,4.5,2023-06-09 19:05:00
Yu Darvish,-130,102,5.5,2023-06-09 20:40:00
Yusei Kikuchi,-140,110,5.5,2023-06-09 19:07:00
Aaron Nola,100,-128,6.5,2023-06-10 16:05:00
Andrew Abbott,-136,108,4.5,2023-06-10 14:15:00
Bobby Miller,102,-130,5.5,2023-06-10 16:05:00
Brady Singer,-168,132,3.5,2023-06-10 16:05:00
Bryan Woo,108,-136,4.5,2023-06-10 22:07:00
Cole Irvin,124,-158,4.5,2023-06-10 16:05:00
Domingo German,124,-158,5.5,2023-06-10 19:35:00
J.P. France,-138,108,3.5,2023-06-10 18:10:00
Jared Shuster,-160,126,3.5,2023-06-10 16:10:00
Johan Oviedo,-136,108,4.5,2023-06-10 16:05:00
Julio Teheran,100,-128,4.5,2023-06-10 16:10:00
Kodai Senga,-126,-102,5.5,2023-06-10 16:05:00
MacKenzie Gore,106,-136,6.5,2023-06-10 16:10:00
Matt Boyd,-110,-116,4.5,2023-06-10 13:10:00
Michael Kopech,-150,118,5.5,2023-06-10 14:10:00
Miles Mikolas,-126,-102,4.5,2023-06-10 14:15:00
Nathan Eovaldi,-140,110,5.5,2023-06-10 16:10:00
Patrick Sandoval,112,-142,5.5,2023-06-10 22:07:00
Paul Blackburn,122,-154,4.5,2023-06-10 16:10:00
Ryne Nelson,112,-142,4.5,2023-06-10 13:10:00
Sandy Alcantara,-156,122,5.5,2023-06-10 14:10:00
Taj Bradley,-130,102,5.5,2023-06-10 16:10:00
Tanner Houck,128,-164,5.5,2023-06-10 19:35:00
Triston McKenzie,110,-140,6.5,2023-06-10 18:10:00
Adam Wainwright,104,-134,4.5,2023-06-11 14:15:00
Blake Snell,-124,-102,5.5,2023-06-11 15:10:00
Brandon Bielak,136,-174,3.5,2023-06-11 12:40:00
Braxton Garrett,-110,-116,4.5,2023-06-11 14:10:00
Brayan Bello,102,-130,5.5,2023-06-11 19:10:00
Bryce Elder,-106,-122,4.5,2023-06-11 13:35:00
Carlos Carrasco,110,-138,4.5,2023-06-11 13:35:00
Clarke Schmidt,-158,124,4.5,2023-06-11 19:10:00
Dinelson Lamet,104,-132,4.5,2023-06-11 15:10:00
Freddy Peralta,102,-130,7.5,2023-06-11 14:10:00
Griffin Canning,-110,-116,5.5,2023-06-11 16:07:00
Hayden Wesneski,126,-160,4.5,2023-06-11 16:05:00
Hunter Greene,-116,-110,6.5,2023-06-11 14:15:00
JP Sears,-146,114,5.5,2023-06-11 14:10:00
Joey Wentz,-138,108,3.5,2023-06-11 11:35:00
Kevin Gausman,106,-134,8.5,2023-06-11 13:37:00
Kyle Gibson,-126,-102,4.5,2023-06-11 13:35:00
Logan Gilbert,-126,-102,5.5,2023-06-11 16:07:00
Louie Varland,120,-154,4.5,2023-06-11 13:37:00
Lucas Giolito,112,-144,5.5,2023-06-11 14:10:00
Martin Perez,-122,-104,3.5,2023-06-11 13:40:00
Mitch Keller,-116,-110,5.5,2023-06-11 13:35:00
Shane Bieber,-156,122,4.5,2023-06-11 12:40:00
Shane McClanahan,-152,120,6.5,2023-06-11 13:40:00
Trevor Williams,-128,100,3.5,2023-06-11 13:35:00
Zac Gallen,-110,-116,6.5,2023-06-11 11:35:00
Bryce Miller,-104,-122,4.5,2023-06-12 21:40:00
Connor Seabold,108,-136,3.5,2023-06-12 19:10:00
Dane Dunning,116,-148,4.5,2023-06-12 20:05:00
James Kaprielian,-102,-124,4.5,2023-06-12 21:40:00
James Paxton,-116,-112,7.5,2023-06-12 19:10:00
Jesus Luzardo,-150,118,6.5,2023-06-12 21:40:00
Logan Webb,-122,-104,5.5,2023-06-12 19:45:00
Luke Weaver,-108,-118,4.5,2023-06-12 20:10:00
Matthew Liberatore,116,-148,4.5,2023-06-12 19:45:00
Tommy Henry,106,-134,4.5,2023-06-12 21:40:00
Tyler Anderson,104,-132,4.5,2023-06-12 20:05:00
Zach Eflin,-124,-102,5.5,2023-06-12 21:40:00
Zack Greinke,-116,-110,3.5,2023-06-12 20:10:00
Alex Cobb,120,-154,5.5,2023-06-13 19:45:00
Brandon Williamson,-102,-124,4.5,2023-06-13 20:10:00
Chase Anderson,116,-148,3.5,2023-06-13 19:10:00
Chris Bassitt,-140,110,4.5,2023-06-13 19:05:00
Corbin Burnes,-154,120,6.5,2023-06-13 19:40:00
Dean Kremer,-146,116,3.5,2023-06-13 19:05:00
Edward Cabrera,-108,-118,6.5,2023-06-13 21:40:00
George Kirby,120,-152,5.5,2023-06-13 21:40:00
Hunter Brown,-126,-102,5.5,2023-06-13 20:10:00
Jack Flaherty,-112,-112,5.5,2023-06-13 19:45:00
Joe Musgrove,110,-140,5.5,2023-06-13 21:40:00
Jordan Lyles,-110,-116,4.5,2023-06-13 20:10:00
Kutter Crawford,-148,116,4.5,2023-06-13 19:10:00
Lance Lynn,112,-142,5.5,2023-06-13 22:10:00
Luis Severino,126,-160,5.5,2023-06-13 19:10:00
Max Scherzer,104,-130,7.5,2023-06-13 19:10:00
Pablo Lopez,-156,122,6.5,2023-06-13 19:40:00
Patrick Corbin,110,-140,3.5,2023-06-13 20:10:00
Reese Olson,116,-146,4.5,2023-06-13 18:40:00
Spencer Strider,104,-130,9.5,2023-06-13 18:40:00
Tanner Bibee,-132,104,4.5,2023-06-13 21:40:00
Tony Gonsolin,-126,-102,4.5,2023-06-13 22:10:00
Zach Davies,-122,-104,3.5,2023-06-13 21:40:00
Zack Wheeler,122,-154,6.5,2023-06-13 21:40:00
Aaron Civale,-106,-120,4.5,2023-06-14 21:40:00
Andrew Heaney,-154,120,5.5,2023-06-14 20:05:00
Anthony DeSclafani,-152,120,3.5,2023-06-14 13:15:00
Austin Gomber,112,-142,3.5,2023-06-14 19:10:00
Bailey Ober,-128,100,5.5,2023-06-14 13:10:00
Ben Lively,-118,-108,4.5,2023-06-14 20:10:00
Clayton Kershaw,108,-136,7.5,2023-06-14 22:10:00
Colin Rea,-106,-118,4.5,2023-06-14 13:10:00
Daniel Lynch,-128,102,4.5,2023-06-14 20:10:00
Eury Perez,-106,-118,5.5,2023-06-14 21:40:00
Framber Valdez,112,-142,6.5,2023-06-14 20:10:00
Garrett Whitlock,120,-152,5.5,2023-06-14 19:10:00
Gerrit Cole,-110,-116,6.5,2023-06-14 19:10:00
Jordan Montgomery,110,-140,5.5,2023-06-14 13:15:00
Jose Berrios,-110,-116,4.5,2023-06-14 19:05:00
Josiah Gray,-168,132,3.5,2023-06-14 20:10:00
Justin Verlander,114,-146,6.5,2023-06-14 19:10:00
Kyle Bradish,106,-134,4.5,2023-06-14 19:05:00
Luis Castillo,-146,114,6.5,2023-06-14 21:40:00
Luis Medina,-104,-122,4.5,2023-06-14 21:40:00
Merrill Kelly,-150,118,5.5,2023-06-14 21:40:00
Michael Lorenzen,118,-150,4.5,2023-06-14 13:10:00
Michael Wacha,110,-140,4.5,2023-06-14 21:40:00
Mike Clevinger,-106,-122,4.5,2023-06-14 22:10:00
Ranger Suarez,-156,122,3.5,2023-06-14 21:40:00
Reid Detmers,-132,104,5.5,2023-06-14 20:05:00
Spencer Strider,-150,118,8.5,2023-06-14 13:10:00
Tyler Glasnow,-110,-116,8.5,2023-06-14 21:40:00
AJ Smith-Shawver,-116,-110,4.5,2023-06-15 19:20:00
Aaron Nola,-158,124,5.5,2023-06-15 15:40:00
Cristian Javier,108,-136,5.5,2023-06-15 20:10:00
Dylan Cease,-122,-104,5.5,2023-06-15 22:10:00
Kyle Freeland,-110,-116,3.5,2023-06-15 19:20:00
Logan Allen,106,-134,4.5,2023-06-15 20:40:00
MacKenzie Gore,120,-152,5.5,2023-06-15 20:10:00
Matt Boyd,122,-156,5.5,2023-06-15 19:10:00
Michael Grove,112,-142,4.5,2023-06-15 22:10:00
Nathan Eovaldi,108,-136,6.5,2023-06-15 20:05:00
Paul Blackburn,-168,130,3.5,2023-06-15 15:37:00
Ryne Nelson,126,-160,4.5,2023-06-15 15:40:00
Shohei Ohtani,108,-136,7.5,2023-06-15 20:05:00
Sonny Gray,-106,-120,6.5,2023-06-15 19:10:00
Taj Bradley,-136,108,5.5,2023-06-15 15:37:00
Tyler Wells,-128,100,4.5,2023-06-15 13:05:00
Yusei Kikuchi,112,-144,5.5,2023-06-15 13:05:00
Andrew Abbott,106,-134,4.5,2023-06-16 20:10:00
Brady Singer,-166,130,4.5,2023-06-16 20:10:00
Bryan Woo,-110,-116,5.5,2023-06-16 22:10:00
Cole Irvin,124,-156,4.5,2023-06-16 14:20:00
Dinelson Lamet,-102,-126,4.5,2023-06-16 19:20:00
Domingo German,110,-140,4.5,2023-06-16 19:10:00
J.P. France,-102,-124,5.5,2023-06-16 20:10:00
JP Sears,-104,-122,5.5,2023-06-16 21:40:00
Jared Shuster,112,-142,4.5,2023-06-16 19:20:00
Julio Teheran,130,-166,4.5,2023-06-16 20:10:00
Kevin Gausman,118,-150,7.5,2023-06-16 20:05:00
Kyle Hendricks,118,-150,4.5,2023-06-16 14:20:00
Martin Perez,-130,102,3.5,2023-06-16 20:05:00
Michael Kopech,114,-144,7.5,2023-06-16 22:10:00
Miles Mikolas,120,-154,4.5,2023-06-16 19:10:00
Patrick Sandoval,-150,118,4.5,2023-06-16 20:10:00
Rich Hill,-122,-104,5.5,2023-06-16 20:10:00
Sandy Alcantara,-132,104,4.5,2023-06-16 19:05:00
Shane McClanahan,120,-152,6.5,2023-06-16 21:40:00
Taijuan Walker,122,-154,5.5,2023-06-16 21:40:00
Tanner Houck,108,-138,5.5,2023-06-16 19:10:00
Trevor Williams,118,-150,4.5,2023-06-16 19:05:00
Triston McKenzie,102,-130,5.5,2023-06-16 21:40:00
Tylor Megill,-106,-120,4.5,2023-06-16 19:10:00
Yu Darvish,-108,-118,6.5,2023-06-16 21:40:00
Zac Gallen,-158,124,4.5,2023-06-16 21:40:00
Adam Wainwright,114,-144,3.5,2023-06-17 16:10:00
Blake Snell,-148,116,5.5,2023-06-17 19:15:00
Brandon Bielak,-106,-122,4.5,2023-06-17 16:10:00
Braxton Garrett,-140,110,4.5,2023-06-17 16:05:00
Brayan Bello,-152,120,4.5,2023-06-17 19:15:00
Bryce Elder,-110,-116,5.5,2023-06-17 16:10:00
Clarke Schmidt,106,-136,4.5,2023-06-17 19:15:00
Connor Seabold,-106,-120,3.5,2023-06-17 16:10:00
Hunter Greene,-116,-110,6.5,2023-06-17 16:10:00
Jake Irvin,-106,-122,3.5,2023-06-17 16:05:00
Justin Steele,-122,-104,4.5,2023-06-17 14:20:00
Kodai Senga,-152,120,5.5,2023-06-17 16:10:00
Kyle Gibson,-110,-116,4.5,2023-06-17 14:20:00
Logan Gilbert,112,-142,6.5,2023-06-17 16:10:00
Lucas Giolito,-112,-112,6.5,2023-06-17 16:10:00
Mitch Keller,100,-128,6.5,2023-06-17 16:10:00
Shane Bieber,-118,-108,4.5,2023-06-17 22:10:00
Tommy Henry,118,-150,3.5,2023-06-17 22:10:00
Wade Miley,104,-132,3.5,2023-06-17 16:10:00
Zach Eflin,-144,112,4.5,2023-06-17 19:15:00
Bryce Miller,-110,-116,5.5,2023-06-18 16:10:00
Carlos Carrasco,114,-144,4.5,2023-06-18 13:40:00
Charlie Morton,-110,-116,7.5,2023-06-18 13:35:00
Chase Anderson,124,-158,3.5,2023-06-18 13:35:00
Chris Bassitt,-152,120,4.5,2023-06-18 14:35:00
Dean Kremer,-118,-108,4.5,2023-06-18 13:05:00
Freddy Peralta,120,-154,6.5,2023-06-18 14:10:00
Hogan Harris,-104,-122,4.5,2023-06-18 16:07:00
Jameson Taillon,-112,-112,4.5,2023-06-18 13:05:00
Jesus Luzardo,-136,108,5.5,2023-06-18 13:35:00
Joe Musgrove,-136,108,5.5,2023-06-18 16:10:00
Jon Gray,120,-152,5.5,2023-06-18 14:35:00
Lance Lynn,-116,-110,6.5,2023-06-18 16:10:00
Logan Webb,120,-152,5.5,2023-06-18 16:10:00
Luis Ortiz,104,-132,4.5,2023-06-18 14:10:00
Luke Weaver,106,-136,4.5,2023-06-18 14:10:00
Matthew Liberatore,-136,106,3.5,2023-06-18 13:40:00
Patrick Corbin,120,-150,4.5,2023-06-18 13:35:00
Ronel Blanco,102,-130,5.5,2023-06-18 14:10:00
Tanner Bibee,120,-152,4.5,2023-06-18 16:10:00
Tyler Anderson,-118,-108,4.5,2023-06-18 14:10:00
Zach Davies,130,-166,3.5,2023-06-18 16:10:00
Zack Greinke,106,-134,3.5,2023-06-18 14:10:00
Zack Wheeler,-148,116,7.5,2023-06-18 16:07:00
Austin Gomber,114,-144,4.5,2023-06-19 19:10:00
Brandon Williamson,-102,-126,4.5,2023-06-19 19:10:00
Corbin Burnes,-110,-116,6.5,2023-06-19 20:10:00
Drew Smyly,132,-168,4.5,2023-06-19 19:05:00
Hunter Brown,-120,-106,5.5,2023-06-19 20:10:00
Jack Flaherty,-122,-106,4.5,2023-06-19 16:05:00
James Paxton,-144,114,6.5,2023-06-19 19:40:00
Jordan Lyles,106,-134,4.5,2023-06-19 18:40:00
Jose Berrios,-128,102,4.5,2023-06-19 18:40:00
Josiah Gray,-142,112,4.5,2023-06-19 16:05:00
Max Scherzer,114,-146,6.5,2023-06-19 20:10:00
Merrill Kelly,-152,120,5.5,2023-06-19 20:10:00
Michael Wacha,-128,102,4.5,2023-06-19 21:45:00
Osvaldo Bido,116,-146,4.5,2023-06-19 19:05:00
Pablo Lopez,-148,116,5.5,2023-06-19 19:40:00
Reese Olson,-136,108,4.5,2023-06-19 18:40:00
Aaron Civale,-122,-104,5.5,2023-06-20 19:10:00
Anthony DeSclafani,-174,136,3.5,2023-06-20 21:45:00
Bailey Ober,122,-156,5.5,2023-06-20 19:40:00
Ben Lively,-118,-108,5.5,2023-06-20 19:10:00
Clayton Kershaw,-112,-112,6.5,2023-06-20 22:07:00
Colin Rea,122,-156,4.5,2023-06-20 20:10:00
Daniel Lynch,-116,-110,4.5,2023-06-20 18:40:00
Dylan Cease,-110,-116,6.5,2023-06-20 20:10:00
Eury Perez,-154,122,4.5,2023-06-20 18:40:00
Framber Valdez,-116,-110,5.5,2023-06-20 20:10:00
George Kirby,-112,-112,5.5,2023-06-20 19:05:00
Gerrit Cole,114,-146,8.5,2023-06-20 19:05:00
Johan Oviedo,116,-146,5.5,2023-06-20 19:05:00
Jordan Montgomery,-118,-106,4.5,2023-06-20 19:05:00
Justin Verlander,-106,-118,5.5,2023-06-20 20:10:00
Kutter Crawford,-138,108,4.5,2023-06-20 19:40:00
Kyle Bradish,120,-152,5.5,2023-06-20 18:40:00
Kyle Freeland,-106,-118,3.5,2023-06-20 19:10:00
Luis Medina,124,-158,3.5,2023-06-20 19:10:00
MacKenzie Gore,-140,110,5.5,2023-06-20 19:05:00
Marcus Stroman,100,-128,4.5,2023-06-20 19:05:00
Michael Lorenzen,-138,108,4.5,2023-06-20 18:40:00
Nathan Eovaldi,-152,120,5.5,2023-06-20 20:10:00
Ranger Suarez,-142,112,4.5,2023-06-20 18:40:00
Reid Detmers,-128,102,5.5,2023-06-20 22:07:00
Ryne Nelson,104,-132,4.5,2023-06-20 20:10:00
Seth Lugo,-118,-108,3.5,2023-06-20 21:45:00
Spencer Strider,-152,120,8.5,2023-06-20 18:40:00
Tyler Glasnow,110,-140,7.5,2023-06-20 18:40:00
Yusei Kikuchi,104,-132,5.5,2023-06-20 18:40:00
AJ Smith-Shawver,-126,-102,4.5,2023-06-21 18:40:00
Aaron Nola,-132,104,6.5,2023-06-21 18:40:00
Andrew Abbott,-132,104,5.5,2023-06-21 12:35:00
Brady Singer,-160,126,4.5,2023-06-21 13:10:00
Cristian Javier,116,-146,5.5,2023-06-21 14:10:00
Garrett Whitlock,-106,-122,5.5,2023-06-21 19:40:00
Jhony Brito,-128,100,4.5,2023-06-21 19:05:00
Julio Teheran,-148,116,3.5,2023-06-21 14:10:00
Kevin Gausman,-106,-120,6.5,2023-06-21 12:10:00
Kyle Hendricks,-140,110,3.5,2023-06-21 12:35:00
Luis Castillo,110,-140,7.5,2023-06-21 19:05:00
Martin Perez,-144,114,3.5,2023-06-21 20:10:00
Matt Boyd,-152,120,5.5,2023-06-21 13:10:00
